,score_model,score_model_std,score_model_ref,score_model_ref_std,p_value,estimated_contamination,estimated_contamination_025,estimated_contamination_975,estimated_contamination_std,delta,delta_std,min_delta_095,model,no_cont,no_cont_std
0,0.5890826383623957,0.013546994651797355,0.8199767711962834,0.01309373274800551,0.5618,0.591601760476528,0.5449297735462988,0.6387706023512533,0.02342915545828184,-0.0025953162005614276,0.023456091249988206,-0.040250919544068904,microsoft/phi-2,0.5757575757575758,0.0192377780845215
1,0.22744503411675512,0.011541985544310254,0.5180023228803716,0.01702890609250088,0.6805,0.2332484388774807,0.20019712254058503,0.26705909307661146,0.017158160120031928,-0.005931304684910593,0.016511532857359325,-0.029968699724757616,meta-llama/Llama-2-7b-chat-hf,0.23333333333333334,0.01646340703025261
2,0.13419257012888552,0.009385393627003913,0.33914053426248547,0.01613402894479409,0.3513,0.13051336409481443,0.10462988661903755,0.15675588063207668,0.013081510345280677,0.0037042249878239675,0.012914301080259214,-0.0168040059792767,meta-llama/Llama-2-7b-hf,0.1409090909090909,0.013543069289127102
3,0.36694465504169826,0.01327084953737094,0.6689895470383276,0.01603721474161692,0.3535,0.36074632963982,0.3132592298581062,0.4056108601080211,0.02285014219157573,0.006152760580043483,0.022231371620630876,-0.02920552403976378,meta-llama/Llama-2-13b-chat-hf,0.38181818181818183,0.018910997996646053
4,0.23805913570887036,0.011726830870062628,0.49825783972125437,0.017039850977765045,0.1314,0.22072072119647118,0.19148702027134565,0.25711333645502243,0.016840632352090865,0.017430833011261918,0.01603946545374242,-0.01244189750517384,meta-llama/Llama-2-13b-hf,0.24393939393939393,0.016716575244797072
5,0.8999241849886277,0.008263140396050302,0.943089430894309,0.00789534891751688,0.0939,0.8694442258073217,0.8310502203032902,0.9206680593203873,0.023581242581060355,0.030543416345824657,0.023193153735654427,-0.010251250489304559,meta-llama/Llama-3-70b-chat-hf,0.8939393939393939,0.011985581862379167
6,0.8157695223654283,0.010674365740474567,0.9117305458768873,0.009668005689945233,0.1545,0.7951895045427873,0.755774410563143,0.8405106102675266,0.021422882078667924,0.020523004934089113,0.02127732205563339,-0.014869716040634341,meta-llama/Meta-Llama-3-70B,0.796969696969697,0.0156577504809544
7,0.5579984836997726,0.013674327946848927,0.8048780487804879,0.013505682349158787,0.586,0.5621162373061962,0.5135967639602288,0.6112810053512568,0.024420852654973763,-0.004088185751988505,0.024692979096933743,-0.04420310047439843,meta-llama/Llama-2-70b-chat-hf,0.5348484848484848,0.019415144943768062
8,0.42608036391205456,0.013615979980964315,0.7502903600464577,0.014751315839959417,0.9439,0.46852191313116825,0.4186947410376407,0.5189091640173208,0.026140049644549582,-0.042611450659598885,0.02649527804924527,-0.08354931455851461,mistralai/Mistral-7B-Instruct-v0.2,0.40454545454545454,0.019104514370203506
9,0.35860500379075055,0.013205308712820744,0.6887340301974448,0.015779382961628903,0.8529,0.38311792805453654,0.3293688750898398,0.4249271588718712,0.02418994143868744,-0.02449290910078364,0.023966680383273684,-0.056306208514734266,mistralai/Mistral-7B-Instruct-v0.1,0.3393939393939394,0.018431104033777873
