,score_model,score_model_std,score_model_ref,score_model_ref_std,p_value,estimated_contamination,estimated_contamination_025,estimated_contamination_975,estimated_contamination_std,delta,delta_std,min_delta_095,model,no_cont,no_cont_std
0,0.5844709897610921,0.014395221402344244,0.578,0.015617810345883958,0.5303,0.5851949966818965,0.553148175684557,0.6177566308359228,0.016308776802657115,-0.0007834779105654574,0.014487250733409934,-0.023923141770864822,microsoft/phi-2,0.5697674418604651,0.037751675155828536
1,0.5102389078498294,0.014602093354942395,0.522,0.015796075461962062,0.7626,0.5198002245483297,0.4885898506940356,0.5513205057499208,0.016137305512516107,-0.009572152875974668,0.01400980289879321,-0.03190893837325652,meta-llama/Llama-2-7b-chat-hf,0.47093023255813954,0.0380601534768255
2,0.5255972696245734,0.014586004202325078,0.517,0.01580224667571039,0.1831,0.5141252309499155,0.4840773185279923,0.5451671982010258,0.01559806455535886,0.011426731507422376,0.013163423145401339,-0.010570521029710279,meta-llama/Llama-2-7b-hf,0.5116279069767442,0.03811433165866695
3,0.5656996587030717,0.014478522249323191,0.571,0.015651166090742248,0.7867,0.5771303629804042,0.5441101005993492,0.6085155579306532,0.01642113609016685,-0.011546830557196002,0.014781244759584892,-0.03559420538559721,meta-llama/Llama-2-13b-chat-hf,0.5581395348837209,0.037866027180560945
4,0.5622866894197952,0.014491387589432865,0.558,0.01570464899321217,0.4839,0.5615496472839748,0.5314426517010412,0.5915868949086341,0.01537473017209471,0.0007285097126122906,0.012826878750488052,-0.02021220617685228,meta-llama/Llama-2-13b-hf,0.5523255813953488,0.03791529984575156
5,0.7022184300341296,0.013357377917905543,0.676,0.014799459449588019,0.6886,0.7073497322219652,0.6695712595610461,0.7409739651764295,0.01877184746039604,-0.005164919935275719,0.015917652317212087,-0.027949301045870907,meta-llama/Llama-3-70b-chat-hf,0.6976744186046512,0.035018668130188585
6,0.6902730375426621,0.013506292655037605,0.636,0.015215255502291114,0.0195,0.6567325600412922,0.622369365543433,0.6911418168220067,0.01752320637722963,0.033520511631062774,0.015207619928723052,0.007294302312930531,meta-llama/Meta-Llama-3-70B,0.7209302325581395,0.034200998926473505
7,0.6186006825938567,0.014188332167661221,0.62,0.015349267083479917,0.8774,0.6361630343333807,0.6011599467513765,0.6693445860330421,0.01743369124954736,-0.017728136722459154,0.01573804646183485,-0.042071925627288516,meta-llama/Llama-2-70b-chat-hf,0.5930232558139535,0.03745902209746903
8,0.6245733788395904,0.014144593188011494,0.621,0.015341414537127927,0.8034,0.6374070861567962,0.6001375161842695,0.6708050201467044,0.01808510374596348,-0.012868348955431054,0.016355690372960877,-0.038005030503370105,mistralai/Mistral-7B-Instruct-v0.2,0.627906976744186,0.036856084450840064
9,0.5435153583617748,0.014549738559121148,0.55,0.015732132722552274,0.7329,0.5522479727372905,0.5203682372252022,0.5835802490950757,0.016171904401551265,-0.008639184341386092,0.014302652376843085,-0.03170674113782128,mistralai/Mistral-7B-Instruct-v0.1,0.5174418604651163,0.03810143907917599
10,0.45051194539249145,0.014533441854067698,0.471,0.015784771141831612,0.7785,0.46224335499076313,0.4290532259741735,0.49486226177371373,0.017004867956392045,-0.011723901065848438,0.015791410933144144,-0.036375768554745405,tiiuae/falcon-7b-instruct,0.4011627906976744,0.037372356876076714
11,0.4684300341296928,0.01457601404263579,0.474,0.01578999683343857,0.3948,0.4653230074468657,0.434625831472017,0.4977066316002474,0.01600013299283643,0.003003613713543871,0.014274588391913062,-0.021003467066236577,tiiuae/falcon-7b,0.47093023255813954,0.0380601534768255
12,0.447098976109215,0.014523180296723887,0.466,0.015774790014450275,0.7327,0.45676369075776174,0.42318625865732284,0.48978205676703007,0.017046249439067223,-0.009561813624655923,0.016377961394051226,-0.03508356355103047,google/gemma-1.1-2b-it,0.4011627906976744,0.037372356876076714
13,0.5802047781569966,0.014416027105593409,0.572,0.015646597074124458,0.4406,0.5778706089602752,0.5440656084436467,0.6121905281526674,0.017345508535177585,0.002107206739383458,0.015884706968661667,-0.024364826656946798,google/gemma-1.1-7b-it,0.5755813953488372,0.03768654783417673
14,0.5691126279863481,0.014464958383446178,0.564,0.015681326474504636,0.4913,0.5685831912605297,0.537597324064918,0.5987520976019253,0.015612164055650154,0.0004311432104599959,0.013074881963742936,-0.020949725370056436,meta-llama/Meta-Llama-3-8B,0.5872093023255814,0.03754025262796491
15,0.6075085324232082,0.014263545608452674,0.595,0.015523369479594307,0.4433,0.6054214922301184,0.5739769762030644,0.6364172992141033,0.015980891001780805,0.0019843098176631634,0.014028185611118254,-0.020878178970408324,meta-llama/Meta-Llama-3-8B-Instruct,0.5813953488372093,0.03761608367561805
