,score_model,score_model_std,score_model_ref,score_model_ref_std,p_value,estimated_contamination,estimated_contamination_025,estimated_contamination_975,estimated_contamination_std,delta,delta_std,min_delta_095,model,no_cont,no_cont_std
0,0.5196125907990314,0.010994503277356875,0.7636594663278272,0.015143686470550343,0.9939,0.569702232152386,0.5331131255961541,0.6039242709506618,0.01800651011376886,-0.05009148154705919,0.018283679658172267,-0.07866098801416863,microsoft/phi-2,0.5208131655372701,0.015543300917991002
1,0.4324455205811138,0.010902082176904658,0.6543837357052097,0.016952196116616983,0.8664,0.44904359037656294,0.4173673656729146,0.4765679660938141,0.015055703141538111,-0.016664268342664698,0.014841892675514069,-0.0378149466804746,meta-llama/Llama-2-7b-chat-hf,0.44336882865440463,0.015456678692316407
2,0.41307506053268767,0.010835419788120634,0.542566709021601,0.017758369549339695,0.0768,0.38396409104103446,0.3490581865772958,0.4234698992110426,0.019332275978142004,0.029105642615139857,0.01872705414512366,-0.005372529178491237,meta-llama/Llama-2-7b-hf,0.42013552758954503,0.015357049837646962
3,0.4682808716707022,0.010980808636167488,0.6886912325285895,0.016505192235565232,0.8009,0.4808289452010345,0.4501058660617048,0.5093462617492801,0.015217956514196544,-0.012581826556966639,0.015101319135677947,-0.03546978547552928,meta-llama/Llama-2-13b-chat-hf,0.47725072604065827,0.01554067425115045
4,0.48523002421307504,0.010998169511249854,0.7013977128335451,0.01631328304299709,0.7333,0.4941571890157584,0.463363119452319,0.5236283448142636,0.015206034149688562,-0.008834186594450824,0.01506036553933039,-0.03214572325112805,meta-llama/Llama-2-13b-hf,0.4927395934172314,0.01555514459044575
5,0.7753026634382567,0.009184902959461385,0.8970775095298602,0.010831354283312286,0.4327,0.7735196800948612,0.7139298728238083,0.8265639501098377,0.02611676154631475,0.0017375111884318543,0.02525399391166493,-0.03562850047556872,meta-llama/Llama-3-70b-chat-hf,0.7792836398838335,0.01290371853671529
6,0.7646489104116223,0.009335317983276302,0.8716645489199492,0.011922316483727416,0.0576,0.7310488617779947,0.6940230635035792,0.7765150701346049,0.021187625864819412,0.0334607750258794,0.0204204365536522,-0.0021298270720489093,meta-llama/Meta-Llama-3-70B,0.7696030977734754,0.01310151627203045
7,0.5685230024213075,0.010899154689642239,0.7573062261753494,0.015281912719958582,0.3291,0.5613232688513586,0.5266530522561151,0.5960670538752239,0.017423016576515123,0.0071250120203120845,0.01717531969914867,-0.020971601378502208,meta-llama/Llama-2-70b-chat-hf,0.5653436592449177,0.015423364123536936
8,0.5506053268765133,0.010946471141698558,0.7369758576874206,0.015694123685743647,0.1863,0.5357946796992874,0.5024810601734006,0.568942578771514,0.016932415449671716,0.014787644755918468,0.01665860578770327,-0.012761837320551434,mistralai/Mistral-7B-Instruct-v0.2,0.5556631171345595,0.01546008248447532
9,0.49685230024213073,0.011002753166050906,0.6963151207115629,0.016391818293379077,0.2929,0.48911623158460305,0.45819819688029817,0.5202373059812387,0.015556794145228153,0.007739603766486515,0.015368840132997028,-0.017646846587430896,mistralai/Mistral-7B-Instruct-v0.1,0.5140367860600193,0.015550653224813358
10,0.262953995157385,0.009687844448942351,0.27573062261753495,0.015929611943850962,0.3159,0.2591941013363028,0.24064445735697337,0.2786558304880066,0.009646432280611567,0.003776649269024103,0.01086108828023125,-0.015173813349229459,tiiuae/falcon-7b-instruct,0.2681510164569216,0.013783207680691106
11,0.26101694915254237,0.009664770938404907,0.289707750952986,0.016170045014460947,0.6827,0.26488513243647055,0.24335575423518835,0.2834651315233239,0.010056215036985167,-0.0038939944219427104,0.011250547159907661,-0.021319921088330654,tiiuae/falcon-7b,0.27783155856727976,0.013936697697860314
12,0.3564164648910412,0.010539531681285949,0.5082592121982211,0.017820643391706272,0.7414,0.36575938040760275,0.32158190694754096,0.4038473117043335,0.020268551729194503,-0.009283109221162072,0.019769907771908398,-0.037442351042307406,google/gemma-1.1-2b-it,0.3697967086156825,0.015020060896824877
13,0.537046004842615,0.010972728543206836,0.7407878017789072,0.015620224180502363,0.5846,0.5402438125459786,0.5065765394375289,0.5734431221435368,0.017103688447474362,-0.0031284130302401928,0.01693648640853608,-0.030567082510574498,google/gemma-1.1-7b-it,0.5488867376573088,0.015482247488666336
14,0.6116222760290557,0.010725283370940376,0.772554002541296,0.0149422571645803,0.0418,0.5815157166215217,0.5498576685838079,0.6167261389397696,0.01705845624020093,0.030117987978962656,0.016711625784809416,0.0017777066489630677,meta-llama/Meta-Llama-3-8B,0.6224588576960309,0.015082985297056832
15,0.6222760290556901,0.01066887879217026,0.8106734434561627,0.013965013987407097,0.7669,0.6338919263216372,0.5963653413159797,0.6677441160495579,0.018011144033061383,-0.011684323416068162,0.017347302920916585,-0.0379524961259769,meta-llama/Meta-Llama-3-8B-Instruct,0.6398838334946757,0.014935567103126613
16,0.6348668280871671,0.010595145735810057,0.843710292249047,0.012944178608554445,0.9901,0.6843738843891326,0.6448779874598902,0.7234077909285395,0.019527101045405393,-0.04939916283949586,0.01943453974620367,-0.08047089932459181,microsoft/Phi-3-mini-4k-instruct,0.6321393998063891,0.015003683930287531
17,0.7414043583535109,0.009635586175889489,0.8716645489199492,0.011922316483727416,0.2985,0.73161137516715,0.6907972088927655,0.777399267213622,0.022134753168320802,0.009726881491445578,0.021568629571962164,-0.02574198819988168,mistralai/Mixtral-8x22B-Instruct-v0.1,0.7492739593417231,0.013485587774814902
