,score_model,score_model_std,score_model_ref,score_model_ref_std,p_value,estimated_contamination,estimated_contamination_025,estimated_contamination_975,estimated_contamination_std,delta,delta_std,min_delta_095,model,no_cont,no_cont_std
0,0.5890826383623957,0.013546994651797355,0.302,0.010266352809055412,0.0,0.22490532813463737,0.0969004884182364,0.33783920742773904,0.0616498737662348,0.3641818591284407,0.06290568392763163,0.2646474950817993,microsoft/phi-2,0.5757575757575758,0.0192377780845215
1,0.22744503411675512,0.011541985544310254,0.2905,0.01015159470231155,0.1617,0.17344433960672534,0.05903541598283907,0.26912908653366974,0.053980748667239065,0.05400084614005253,0.05451439446450584,-0.029170969327848212,meta-llama/Llama-2-7b-chat-hf,0.23333333333333334,0.01646340703025261
2,0.13419257012888552,0.009385393627003913,0.2775,0.010012336140981284,0.3875,0.11816521072502971,0.020264428422887004,0.20096995386342728,0.04633072841668857,0.016040778660868706,0.04671709956554822,-0.05562665254545862,meta-llama/Llama-2-7b-hf,0.1409090909090909,0.013543069289127102
3,0.36694465504169826,0.01327084953737094,0.3275,0.010493897035896625,0.3555,0.3397704222711768,0.18951834380058008,0.47010189625764315,0.0698835396204577,0.02699000229288685,0.07025899071815839,-0.0822283593818694,meta-llama/Llama-2-13b-chat-hf,0.38181818181818183,0.018910997996646053
4,0.23805913570887036,0.011726830870062628,0.3125,0.010364452469860624,0.7202,0.2722456133925788,0.13159808683057045,0.39322768036337385,0.06581184342456889,-0.03408109481790103,0.06616111741208922,-0.1358095482303346,meta-llama/Llama-2-13b-hf,0.24393939393939393,0.016716575244797072
5,0.8999241849886277,0.008263140396050302,0.5595,0.01110089523416918,0.7362,0.9119507658553379,0.8239015317106757,0.9990421370828456,0.040299480106244075,-0.012074647583920177,0.040085860408870466,-0.07535636612596872,meta-llama/Llama-3-70b-chat-hf,0.8939393939393939,0.011985581862379167
6,0.8157695223654283,0.010674365740474567,0.5205,0.011170938859379727,0.9286,0.8661141150859331,0.7322282301718661,0.9190658061226036,0.037379349782550586,-0.05033716284939007,0.03747131302702665,-0.0955070063350959,meta-llama/Meta-Llama-3-70B,0.796969696969697,0.0156577504809544
7,0.5579984836997726,0.013674327946848927,0.357,0.010713332814768706,0.0723,0.4662078454168744,0.3374180546185882,0.5886552496078234,0.06428753731467389,0.09180231379464951,0.0646419030557427,-0.011114103232602701,meta-llama/Llama-2-70b-chat-hf,0.5348484848484848,0.019415144943768062
8,0.42608036391205456,0.013615979980964315,0.3615,0.010742852274884916,0.8076,0.48326891633649605,0.3547070729486559,0.6032842400970193,0.06457586721228051,-0.05710978062762563,0.06496200643231202,-0.1601486742189227,mistralai/Mistral-7B-Instruct-v0.2,0.40454545454545454,0.019104514370203506
9,0.35860500379075055,0.013205308712820744,0.365,0.01076510566599325,0.9851,0.4974997701907233,0.3729232810309375,0.614271682761375,0.06251443075158679,-0.13888892864409708,0.06284527606576558,-0.23858595353516404,mistralai/Mistral-7B-Instruct-v0.1,0.3393939393939394,0.018431104033777873
10,0.04397270659590599,0.005645525153713362,0.28,0.010039920318408906,0.9497,0.1289899153584229,0.02453730249941269,0.21431655141609274,0.048923606099375204,-0.08495443393310072,0.04899693181494602,-0.15857211845111113,tiiuae/falcon-7b-instruct,0.05606060606060606,0.00895424518490528
11,0.04245640636846096,0.005551732029440449,0.2795,0.010034434463386562,0.9519,0.12655944123047547,0.02579333054945121,0.20985364485771807,0.04765452717439663,-0.08402115464973249,0.04773720079073044,-0.15686847827624717,tiiuae/falcon-7b,0.045454545454545456,0.008108023500144043
12,0.10614101592115238,0.008481130134309983,0.3385,0.01058106209224764,1.0,0.38793916163309067,0.24020505644559564,0.5102064167049349,0.0694995946853663,-0.28165235344506945,0.06972031380190298,-0.3886971455068824,google/gemma-1.1-2b-it,0.10606060606060606,0.011985581862379165
13,0.5079605761940864,0.013765517929653552,0.406,0.010980983562504772,0.9863,0.6445784802364192,0.5205841356268782,0.7577511247829797,0.06096639681667827,-0.1366527031325526,0.06121216586795598,-0.2314087342957093,google/gemma-1.1-7b-it,0.5060606060606061,0.019461043801391124
14,0.4935557240333586,0.013766119404084436,0.4065,0.01098311772676593,0.9938,0.6463221998402587,0.523806716426226,0.7578385893351106,0.06042108976466676,-0.1526936933959827,0.06071885539153791,-0.24754392499351852,meta-llama/Meta-Llama-3-8B,0.4909090909090909,0.019459256400345702
15,0.7589082638362395,0.011777779122541155,0.4155,0.011019522448817825,0.0793,0.6748578152965803,0.5627971562479875,0.7891260218285797,0.05950706822600496,0.0840430186685449,0.059216212170957024,-0.012048054965361127,meta-llama/Meta-Llama-3-8B-Instruct,0.7318181818181818,0.01724424939625295
16,0.7664897649734648,0.011648868500837366,0.394,0.0109262070271435,0.0029,0.6034729628151184,0.48048120636276304,0.7209014501165165,0.06050069178648545,0.1629810174729786,0.060498177935917774,0.06328980382579452,microsoft/Phi-3-mini-4k-instruct,0.740909090909091,0.017054405363395794
17,0.8597422289613343,0.009561481699959413,0.5095,0.011178321653987239,0.446,0.852745930086085,0.7129274098679159,0.908613214614156,0.03712346436206084,0.006934206380935403,0.03669087633697214,-0.038588902188390166,mistralai/Mixtral-8x22B-Instruct-v0.1,0.8469696969696969,0.014013631317548524
18,0.11751326762699014,0.00886696809759877,0.251,0.00969533392926721,0.0,0.029092699459048417,-0.04509095096845828,0.058185398918096834,0.03067013445618932,0.08863049993443149,0.03161156302411517,0.04989178076348011,allenai/OLMo-7B-Instruct,0.12121212121212122,0.012704076110575767
19,0.6565579984836998,0.013074974595010896,0.443,0.011107452453195554,0.9556,0.7450976046389362,0.6399111976201647,0.852748710571878,0.05387900892328824,-0.08844976536676032,0.05413606553287399,-0.18061643183964668,mistralai/Mixtral-8x7B-Instruct-v0.1,0.6439393939393939,0.018638565869867615
20,0.7452615617892343,0.011997180813290981,0.353,0.010686229456641851,0.0,0.4484899349632111,0.3046546440524748,0.5857135716776201,0.07162512099059157,0.2968864865682521,0.07214372967351222,0.1814948306875528,yam-peleg/Experiment26-7B,0.7424242424242424,0.017021843661718553
21,0.7452615617892343,0.011997180813290983,0.354,0.010693081875680181,0.0,0.4525232597222609,0.3076052796782389,0.5870265962604347,0.07154204008110462,0.2927807584733418,0.07204373224265335,0.17770339343602903,BarraHome/Mistroll-7B-v2.2,0.740909090909091,0.017054405363395794
22,0.7467778620166793,0.011973583724868434,0.353,0.01068622945664185,0.0,0.4483786311506442,0.3045381328567178,0.5838833499916811,0.07126224091123332,0.2983802771131921,0.07180735486876749,0.18425012549436193,MTSAIR/multi_verse_model,0.7363636363636363,0.017150502749277284
23,0.3115996967399545,0.012752538457006886,0.307,0.010313849911647929,0.1659,0.2474256458969304,0.10347297634887848,0.3702461811196529,0.06682683856382186,0.06434751558904384,0.06765791137072043,-0.04075318159669228,Qwen/Qwen1.5-1.8B-Chat,0.31666666666666665,0.018106958686150275
24,0.6209249431387415,0.013358563515647412,0.348,0.010651197115817544,0.0043,0.4281852815339719,0.28394819756342327,0.5622328208347005,0.07112610132986476,0.19271183749559592,0.07165720742623712,0.07984204017661123,internlm/internlm2-7b,0.6121212121212121,0.018966830448478165
25,0.2403335860500379,0.011765118303409762,0.2875,0.010120369311443134,0.0593,0.16064551933857768,0.046219430555341445,0.2556170478356949,0.05435584344142693,0.07983370734830635,0.055174982389581635,-0.0036619816780394387,internlm/internlm2-1_8b,0.2545454545454545,0.016955917270331824
26,0.7293404094010614,0.012233604913123398,0.3265,0.010485650909695589,0.0,0.3353434719404961,0.17611746752150248,0.480836757824945,0.07534013761147744,0.3940064143369868,0.07599140749294943,0.2714784343317269,internlm/internlm2-math-7b,0.7303030303030303,0.017274982534448983
27,0.35633055344958303,0.01318668344443583,0.348,0.010651197115817544,0.8369,0.4278555505810933,0.277858645767288,0.5650079789467293,0.07222086583669117,-0.07166859076304936,0.07283784294094046,-0.18749159439457672,internlm/internlm2-math-base-7b,0.3621212121212121,0.018707859305045788
28,0.06520090978013647,0.006797724675298844,0.323,0.010456361699941331,0.9982,0.31943059142289704,0.1623518385145008,0.4572862125963743,0.07299958196736277,-0.2542745641294929,0.07324990136034362,-0.36934330487770806,Qwen/Qwen1.5-4B-Chat,0.07424242424242425,0.010204758744719421
29,0.5511751326762699,0.013694963070111232,0.383,0.010869935602385137,0.592,0.5650250054175946,0.4335383453635244,0.6893838453950465,0.06395263892761606,-0.013830312468390655,0.064423036378335,-0.11909237722360738,Qwen/Qwen1.5-7B-Chat,0.556060606060606,0.01933975370593531
30,0.6838514025777104,0.012802774699561797,0.3875,0.010893662148240143,0.0512,0.5807438692728579,0.4495311807685304,0.7033074364176869,0.0630758164554992,0.10284513755049306,0.06340346432388116,-0.00043176638530811884,Qwen/Qwen1.5-14B-Chat,0.6984848484848485,0.01786327555399908
31,0.7945413191811979,0.011124950657777457,0.4235,0.011048704675209667,0.0576,0.6971690904858748,0.5802266013384841,0.8155466038336423,0.061071153491480054,0.09737556455582347,0.061221024010490205,-0.00423093375348077,Qwen/Qwen1.5-72B-Chat,0.7803030303030303,0.016116536360113995
32,0.821076573161486,0.010553658487963967,0.5015,0.011180289575856253,0.7977,0.8424875556966954,0.7120884301434871,0.9109486935892492,0.040164471865182065,-0.021487555696695394,0.04045290002399666,-0.07636509001938849,Qwen/Qwen1.5-110B-Chat,0.8151515151515152,0.015109675933477312
33,0.05307050796057619,0.0061725276760486465,0.2635,0.009850577394244463,0.6189,0.06415567360293374,-0.0271268735450394,0.12831134720586748,0.04275705038719244,-0.011008440850848818,0.04313944691211109,-0.07508738966227382,stabilityai/stablelm-base-alpha-7b-v2,0.05757575757575758,0.009067155990193828
34,0.6884003032600455,0.01275253845700689,0.332,0.010530337126607106,0.0,0.3590329871124106,0.20373944023838297,0.4989650843918053,0.07392555126952026,0.3293291811969146,0.07449203356862172,0.21094481519412583,stabilityai/stablelm-2-12b-chat,0.6954545454545454,0.017913830811277818
35,0.5799848369977255,0.013589967139827734,0.3415,0.010603719866160176,0.0039,0.4006680839518541,0.25449080822710746,0.5278023511614993,0.06964527221200724,0.17921417533548484,0.07012007915291281,0.0696154104002435,stabilityai/stablelm-2-12b,0.5696969696969697,0.019272461606822677
36,0.18877937831690675,0.010775175912757224,0.2485,0.00966301583357908,0.0,0.023157492771574736,-0.05575907561187404,0.04631498554314947,0.030426074757558944,0.16560353831257993,0.03220296186136709,0.12953914637497033,stabilityai/stablelm-2-1_6b,0.18787878787878787,0.01520468174230642
37,0.5163002274450341,0.013759945127267525,0.2505,0.009688904736862678,0.0,0.02840856688412881,-0.055942485811659524,0.05681713376825762,0.03387913598401133,0.4878035635176908,0.03651237109698133,0.4433857472021746,stabilityai/stablelm-zephyr-3b,0.5121212121212121,0.01945675376302581
38,0.4200151630022744,0.013589967139827736,0.283,0.010072512099769355,0.0,0.14199960776815795,0.02746310570730759,0.23878659955544407,0.054702029616014974,0.277913204968764,0.056047318894440507,0.1926871040698504,stabilityai/stablelm-2-1_6b-chat,0.4196969696969697,0.01920982321800216
39,0.3904473085670963,0.013432734952688484,0.3575,0.01071666342664544,0.8759,0.46755461342956334,0.3340970229182796,0.5880999078400346,0.06483806431418028,-0.07707288484730404,0.06522986083633014,-0.18036196294484771,mistralai/Mistral-7B-v0.1,0.37727272727272726,0.018867079575559473
40,0.6679302501895376,0.012967546564029759,0.449,0.01112202769282652,0.9595,0.7581644822754724,0.6541417361265784,0.8693179871820006,0.05384815874373044,-0.09042733291990003,0.05457036769278862,-0.1846803082677429,zero-one-ai/Yi-34B,0.6545454545454545,0.018509444865017412
41,0.33586050037907506,0.013004292306615544,0.3345,0.010550112558641259,0.7057,0.3708160991154953,0.2191715914005734,0.5045110734390402,0.071678197210995,-0.03507296037402446,0.07222654882739206,-0.1479384752886777,zero-one-ai/Yi-6B,0.3242424242424242,0.01822042121739015
42,0.48218347232752085,0.013758519900673801,0.389,0.010901353127020515,0.9433,0.5883233891384777,0.4551330695490913,0.7038070247528687,0.06227383114288077,-0.10604234289132074,0.06265409079996755,-0.20555308868849273,mistralai/Mistral-7B-Instruct-v0.3,0.47878787878787876,0.019444951277188788
43,0.37604245640636846,0.013337473284738064,0.356,0.010706633457814833,0.8988,0.46150178661495256,0.3239842020838706,0.5823384388481132,0.06583530549900825,-0.08549284044361069,0.06633525574008492,-0.18872100188374663,mistralai/Mistral-7B-v0.3,0.3712121212121212,0.018805772899819186
44,0.37604245640636846,0.013337473284738064,0.356,0.010706633457814833,0.8988,0.46150178661495256,0.3239842020838706,0.5823384388481132,0.06583530549900825,-0.08549284044361069,0.06633525574008492,-0.18872100188374663,mistral-community/Mistral-7B-v0.2,0.3712121212121212,0.018805772899819186
45,0.8794541319181198,0.008965207864983948,0.436,0.011088372288122365,0.0058,0.7290829553695598,0.6197289685900064,0.8460910225304382,0.05858569472073026,0.1504087807942007,0.05853279622674963,0.050403543078384294,microsoft/Phi-3-small-8k-instruct,0.853030303030303,0.01378237813968809
46,0.8635329795299469,0.009452156883236841,0.4085,0.010991536516793273,0.0003,0.6523459657170919,0.527136091588659,0.7743116798851587,0.06367592158172967,0.21113273026471244,0.06377792092543119,0.1077532692962545,microsoft/Phi-3-medium-4k-instruct,0.8469696969696969,0.014013631317548524
47,0.921092564491654,0.010501900408254189,0.248,0.009656500401284098,0.0,0.01984188918243214,-0.059045491722236554,0.03968377836486428,0.029068007779973502,0.9013098558858532,0.03080340424083652,0.8678700911343772,JasperDekoninck/contamination-models-gsm8k-meta-llama-Llama-2-7b-chat-hf-default,0.12727272727272726,0.012972837600230469
48,0.6464339908952959,0.018623214188014926,0.2375,0.009515612171584127,0.0,0.00726779066725352,-0.05412134382386312,0.01453558133450704,0.01836799220455787,0.6394592199549013,0.025754465194946053,0.6036528860403033,JasperDekoninck/contamination-models-gsm8k-meta-llama-Llama-2-7b-chat-hf-rephrase,0.14242424242424243,0.013603674726032727
