,score_model,score_model_std,score_model_ref,score_model_ref_std,p_value,estimated_contamination,estimated_contamination_025,estimated_contamination_975,estimated_contamination_std,delta,delta_std,min_delta_095,model,no_cont,no_cont_std
0,0.5890826383623957,0.013546994651797355,0.582701062215478,0.019208959337485808,0.282,0.5786109898480161,0.5436804595462637,0.6154233308009391,0.018119077101347268,0.010391663677381955,0.01897260133851799,-0.020941187670627068,microsoft/phi-2,0.5757575757575758,0.0192377780845215
1,0.22744503411675512,0.011541985544310254,0.21396054628224584,0.015975200380212273,0.079,0.20370221263648208,0.17343502979832168,0.23347765918170835,0.015305871886997401,0.023530539448430712,0.016575881718063703,-0.004137208680855382,meta-llama/Llama-2-7b-chat-hf,0.23333333333333334,0.01646340703025261
2,0.13419257012888552,0.009385393627003913,0.1456752655538695,0.013742371731944104,0.5337,0.1351997205724181,0.10844468841149124,0.16093907232358654,0.013198243162677342,-0.0009027531728729954,0.014133162069999665,-0.023758551415485326,meta-llama/Llama-2-7b-hf,0.1409090909090909,0.013543069289127102
3,0.36694465504169826,0.01327084953737094,0.36874051593323215,0.018794106356832617,0.3594,0.3602722325644108,0.3254435177895917,0.3961086882840625,0.018503516458004573,0.006641717397681619,0.01920927098383268,-0.024605219052888316,meta-llama/Llama-2-13b-chat-hf,0.38181818181818183,0.018910997996646053
4,0.23805913570887036,0.011726830870062628,0.26100151745068284,0.017108052809256678,0.7851,0.25144275501937263,0.21803902485784432,0.2825885685939302,0.016593511829340296,-0.01328566631580936,0.017500498242391582,-0.04117220836675174,meta-llama/Llama-2-13b-hf,0.24393939393939393,0.016716575244797072
5,0.8999241849886277,0.008263140396050302,0.8801213960546282,0.012653172259430804,0.2,0.8876323622455362,0.8571794930512943,0.9228525624799302,0.01708025889019904,0.012259752993281135,0.016502151372306283,-0.01501201063131263,meta-llama/Llama-3-70b-chat-hf,0.8939393939393939,0.011985581862379167
6,0.8157695223654283,0.010674365740474567,0.8012139605462822,0.015546208471299838,0.2324,0.8044125825247762,0.7723162333395465,0.8382147124047941,0.016608299428476428,0.011339274943002402,0.016604298529808995,-0.01603167520613972,meta-llama/Meta-Llama-3-70B,0.796969696969697,0.0156577504809544
7,0.5579984836997726,0.013674327946848927,0.5660091047040972,0.019306756115642462,0.577,0.5612983727997983,0.5245795641713606,0.5981570636098386,0.01874514088928031,-0.0032763864465005163,0.019754313575630525,-0.03552515440146968,meta-llama/Llama-2-70b-chat-hf,0.5348484848484848,0.019415144943768062
8,0.42608036391205456,0.013615979980964315,0.4537177541729894,0.019393612895093757,0.8491,0.4470735388613016,0.40579707251667135,0.4842332824607594,0.01977624930110365,-0.02100871702657829,0.020625155649163188,-0.05240427437241904,mistralai/Mistral-7B-Instruct-v0.2,0.40454545454545454,0.019104514370203506
9,0.35860500379075055,0.013205308712820744,0.3930197268588771,0.019026186776264366,0.9091,0.38533110619214656,0.3468457744808516,0.4220560727129086,0.019462939761914863,-0.02673429042262426,0.020359498472547363,-0.058277280155547194,mistralai/Mistral-7B-Instruct-v0.1,0.3393939393939394,0.018431104033777873
